1.1797 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.2182 	EXP 	image_2: autoDraw = False
15.2182 	EXP 	fixation: autoDraw = True
16.0397 	EXP 	fixation: autoDraw = False
16.0397 	EXP 	image1: autoDraw = True
24.0295 	EXP 	New trial (rep=0, index=2): {'trialN': 3, 'images1': 'taskSamples\\B17.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
24.0405 	EXP 	image1: autoDraw = False
24.0405 	EXP 	image1: autoDraw = False
24.0405 	EXP 	image: autoDraw = True
24.0405 	EXP 	image: autoDraw = False
24.0405 	EXP 	image: autoDraw = False
24.0405 	EXP 	image_2: autoDraw = True
24.0405 	EXP 	image_2: autoDraw = False
24.0405 	EXP 	image_2: autoDraw = False
24.0405 	EXP 	fixation: autoDraw = True
24.8620 	EXP 	fixation: autoDraw = False
24.8620 	EXP 	fixation: autoDraw = False
24.8620 	EXP 	image1: autoDraw = True
29.8705 	EXP 	New trial (rep=0, index=3): {'trialN': 4, 'images1': 'taskSamples\\B8.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
29.8791 	EXP 	image1: autoDraw = False
29.8791 	EXP 	image1: autoDraw = False
29.8791 	EXP 	image: autoDraw = True
29.8791 	EXP 	image: autoDraw = False
29.8791 	EXP 	image: autoDraw = False
29.8791 	EXP 	image_2: autoDraw = True
29.8791 	EXP 	image_2: autoDraw = False
29.8791 	EXP 	image_2: autoDraw = False
29.8791 	EXP 	fixation: autoDraw = True
30.6840 	EXP 	fixation: autoDraw = False
30.6840 	EXP 	fixation: autoDraw = False
30.6840 	EXP 	image1: autoDraw = True
35.7023 	EXP 	New trial (rep=0, index=4): {'trialN': 5, 'images1': 'taskSamples\\C4_Spatial_ADD_1.png', 'duration1': 8, 'images2': 'taskSamples\\C4_Spatial_ADD_2.png', 'duration2': 2, 'images3': 'taskSamples\\C4_Spatial_ADD_3.png', 'duration3': 5, 'correctAns': 1}
35.7139 	EXP 	image1: autoDraw = False
35.7139 	EXP 	image1: autoDraw = False
35.7139 	EXP 	image: autoDraw = True
35.7139 	EXP 	image: autoDraw = False
35.7139 	EXP 	image: autoDraw = False
35.7139 	EXP 	image_2: autoDraw = True
35.7139 	EXP 	image_2: autoDraw = False
35.7139 	EXP 	image_2: autoDraw = False
35.7139 	EXP 	fixation: autoDraw = True
36.5350 	EXP 	fixation: autoDraw = False
36.5350 	EXP 	fixation: autoDraw = False
36.5350 	EXP 	image1: autoDraw = True
44.5712 	EXP 	image1: autoDraw = False
44.5712 	EXP 	image1: autoDraw = False
44.5712 	EXP 	image: autoDraw = True
46.6064 	EXP 	image: autoDraw = False
46.6064 	EXP 	image: autoDraw = False
46.6064 	EXP 	image_2: autoDraw = True
51.6146 	EXP 	New trial (rep=0, index=5): {'trialN': 6, 'images1': 'taskSamples\\C3_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C3_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C3_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 1}
51.6282 	EXP 	image_2: autoDraw = False
51.6282 	EXP 	image_2: autoDraw = False
51.6282 	EXP 	fixation: autoDraw = True
52.2637 	DATA 	Keypress: escape
52.4012 	EXP 	window1: mouseVisible = True
