1.1831 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
103.0212 	EXP 	New trial (rep=0, index=11): {'trialN': 12, 'images1': 'taskSamples\\B11.png', 'duration1': 5, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
103.0438 	EXP 	image1: autoDraw = False
103.0438 	EXP 	image1: autoDraw = False
103.0438 	EXP 	image: autoDraw = True
103.0438 	EXP 	image: autoDraw = False
103.0438 	EXP 	image: autoDraw = False
103.0438 	EXP 	image_2: autoDraw = True
103.0438 	EXP 	image_2: autoDraw = False
103.0438 	EXP 	image_2: autoDraw = False
103.0438 	EXP 	fixation: autoDraw = True
103.8491 	EXP 	fixation: autoDraw = False
103.8491 	EXP 	image1: autoDraw = True
108.8692 	EXP 	New trial (rep=0, index=12): {'trialN': 13, 'images1': 'taskSamples\\A1_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
108.8767 	EXP 	image1: autoDraw = False
108.8767 	EXP 	image1: autoDraw = False
108.8767 	EXP 	image: autoDraw = True
108.8767 	EXP 	image: autoDraw = False
108.8767 	EXP 	image: autoDraw = False
108.8767 	EXP 	image_2: autoDraw = True
108.8767 	EXP 	image_2: autoDraw = False
108.8767 	EXP 	image_2: autoDraw = False
108.8767 	EXP 	fixation: autoDraw = True
109.6977 	EXP 	fixation: autoDraw = False
109.6977 	EXP 	fixation: autoDraw = False
109.6977 	EXP 	image1: autoDraw = True
117.6908 	EXP 	New trial (rep=0, index=13): {'trialN': 14, 'images1': 'taskSamples\\A9_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 1}
117.7019 	EXP 	image1: autoDraw = False
117.7019 	EXP 	image1: autoDraw = False
117.7019 	EXP 	image: autoDraw = True
117.7019 	EXP 	image: autoDraw = False
117.7019 	EXP 	image: autoDraw = False
117.7019 	EXP 	image_2: autoDraw = True
117.7019 	EXP 	image_2: autoDraw = False
117.7019 	EXP 	image_2: autoDraw = False
117.7019 	EXP 	fixation: autoDraw = True
118.5068 	EXP 	fixation: autoDraw = False
118.5068 	EXP 	fixation: autoDraw = False
118.5068 	EXP 	image1: autoDraw = True
126.4970 	EXP 	New trial (rep=0, index=14): {'trialN': 15, 'images1': 'taskSamples\\C8_Spatial_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C8_Spatial_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C8_Spatial_SUB_3.png', 'duration3': 5, 'correctAns': 1}
126.5055 	EXP 	image1: autoDraw = False
126.5055 	EXP 	image1: autoDraw = False
126.5055 	EXP 	image: autoDraw = True
126.5055 	EXP 	image: autoDraw = False
126.5055 	EXP 	image: autoDraw = False
126.5055 	EXP 	image_2: autoDraw = True
126.5055 	EXP 	image_2: autoDraw = False
126.5055 	EXP 	image_2: autoDraw = False
126.5055 	EXP 	fixation: autoDraw = True
127.3478 	EXP 	fixation: autoDraw = False
127.3478 	EXP 	fixation: autoDraw = False
127.3478 	EXP 	image1: autoDraw = True
135.3841 	EXP 	image1: autoDraw = False
135.3841 	EXP 	image1: autoDraw = False
135.3841 	EXP 	image: autoDraw = True
137.4035 	EXP 	image: autoDraw = False
137.4035 	EXP 	image: autoDraw = False
137.4035 	EXP 	image_2: autoDraw = True
142.3955 	EXP 	New trial (rep=0, index=15): {'trialN': 16, 'images1': 'taskSamples\\C9_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C9_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C9_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 2}
142.4070 	EXP 	image_2: autoDraw = False
142.4070 	EXP 	image_2: autoDraw = False
142.4070 	EXP 	fixation: autoDraw = True
143.2287 	EXP 	fixation: autoDraw = False
143.2287 	EXP 	fixation: autoDraw = False
143.2287 	EXP 	image1: autoDraw = True
151.2480 	EXP 	image1: autoDraw = False
151.2480 	EXP 	image1: autoDraw = False
151.2480 	EXP 	image: autoDraw = True
153.2631 	EXP 	image: autoDraw = False
153.2631 	EXP 	image: autoDraw = False
153.2631 	EXP 	image_2: autoDraw = True
158.2482 	EXP 	New trial (rep=0, index=16): {'trialN': 17, 'images1': 'taskSamples\\A4_1.png', 'duration1': 8, 'images2': None, 'duration2': 0, 'images3': None, 'duration3': 0, 'correctAns': 2}
158.2614 	EXP 	image_2: autoDraw = False
158.2614 	EXP 	image_2: autoDraw = False
158.2614 	EXP 	fixation: autoDraw = True
158.5820 	DATA 	Keypress: escape
158.7349 	EXP 	window1: mouseVisible = True
